memorialis_naam,naam,QID,Facebook_ID,social media followers,image,commons_category,LinkedIn_ID,Twitter_username,geboortejaar,sterfjaar,911    1,naam alternatief,681   ,902   ,903   ,viaf id,Column 1,035   ,035    1,670   ,375   ,900   ,901   ,920   ,046   ,905   ,COR   ,911   ,912   ,910   ,85642 ,906   ,5001  ,904   ,000   ,678   ,8564  ,1101  ,5102  ,4101  ,908   ,599   ,856   ,998   ,4102  
"De Vos, Alexis",Alexis De Vos,Q55232722,,,,,,,1950,,faculteit Ingenieurswetenschappen en Architectu,,"$$aEnergie, Elektrotechniek, Elektronica en Werktuigkunde",,,5005401,000004036 ,$$a(viaf)5005401,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19500809$$gunknown$$s1994$$t20150901,,"$$aDe Vos, Alexis$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2008$$tunknown$$ibuitengewoon hoogleraar$$0mem10:000006102,,$$avakgroep Elektronica en Informatiesystemen$$gEA06$$0mem10:000006113,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/036/000004036-01.jpg,,,,,,,,,,,,,,
"De Vos, Filip",Filip Y F L de Vos,Q80954335,,,,,,,1965,,faculteit Farmaceutische Wetenschappen$$gFW$$s2,,$$aFarmacie en Farmacologie,,,,000004037 ,$$a(biblio)801000832843,$$a(biblio)801000832843,$$aEerste vermelding Studiegids 2005-06,$$aman,,,$$apersoon,$$f19650925$$gunknown$$s2005$$tunknown,,"$$aDe Vos, Filip$$0ZZZ",$$afaculteit Farmaceutische Wetenschappen$$gFW$$s2009$$tunknown$$ihoofddocent$$0mem10:000006209,,$$avakgroep Farmaceutische Analyse$$gFW02$$0mem10:000006215,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/037/000004037-01.jpg,,,,,,,,,,,,,,
"De Vos, Jaak",Jaak De Vos,Q55231991,,,,,,,1950,,Universiteit Gent$$s2010$$iemeritus,,$$aGermaanse Taal- en Letterkunde,,,85580873,000004039 ,$$a(viaf)85580873,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19500922$$gunknown$$s1992$$t2010,,"$$aDe Vos, Jaak$$0ZZZ",$$aUniversiteit Gent$$s2010$$iemeritus,$$avakgroep Duits$$gLW12$$s1998$$t2005$$ivoorzitter$$0mem10:000005994,$$avakgroep Duits$$gLW12$$0mem10:000005994,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/039/000004039-01.jpg,,,,,,,,,,,,,,
"De Vos, Jozef",Hendrik Jozef de Vos,Q42853875,,,,,,,1945,,Universiteit Gent$$s2010$$iemeritus,"De Vos, Jozef J.",$$aGermaanse Taal- en Letterkunde,,,81162561,000004040 ,$$a(viaf)81162561,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19450913$$gunknown$$s1992$$t2010,,"$$aDe Vos, Jozef$$0ZZZ",$$aUniversiteit Gent$$s2010$$iemeritus,,$$avakgroep Engels$$gLW11$$0mem10:000005993,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/040/000004040-01.jpg,,,,,,,,,,,,,,
"De Vos, Martine",Martine de Vos,Q30248010,,,,,,,1953,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000004042 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1994-95,$$avrouw,,,$$apersoon,$$f19530302$$gunknown$$s1994$$tunknown,,"$$aDe Vos, Martine$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2006$$tunknown$$igewoon hoogleraar$$0mem10:000006060,$$avakgroep Inwendige Ziekten$$gGE01$$s2002$$t2010$$ivoorzitter$$0mem10:000006070,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/042/000004042-01.jpg,,,,,,,,,,,,,,
"De Vos, Paul",Paul De Vos,Q7150193,,,,,,,1950,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aToegepaste Biologische Wetenschappen,,,,000004044 ,$$a(biblio)801000355927,$$a(biblio)801000355927,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19500303$$gunknown$$s1999$$t20151001,,"$$aDe Vos, Paul$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$igewoon hoogleraar$$0mem10:000006034,$$avakgroep Biochemie en Microbiologie$$gWE10$$s2006$$t2014$$ivoorzitter$$0mem10:000006054,$$avakgroep Biochemie en Microbiologie$$gWE10$$0mem10:000006054,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/044/000004044-01.jpg,,,,,,,,,,,,,,
"De Vriese, An",An S De Vriese,Q55362946,,,,,,,,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000004047 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 2002-04,$$avrouw,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2002$$t2007$$igastdocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/047/000004047-01.jpg,,,,,,,,,,,,,,
"De Waele, Dirk",Dirk De Waele,Q55232359,,,,,,,1954,,faculteit Wetenschappen$$gWE$$s2002$$t2004$$iga,,$$aBiologie,,,76432262,000004050 ,$$a(viaf)76432262,$$a,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19540820$$gunknown$$sunknown$$tunknown,,"$$aDe Waele, Dirk$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2002$$t2004$$igastdocent$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/050/000004050-01.jpg,,,,,,,,,,,,,,
"De Waele, Jan",Jan J De Waele,Q64138881,,,,,,,1969,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,296218897,000004051 ,$$a(viaf)296218897,$$a,$$aEerste vermelding Studiegids 2010-11,$$aman,,,$$apersoon,$$f19690410$$gunknown$$s2010$$tunknown,,"$$aDe Waele, Jan$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2010$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/051/000004051-01.jpg,,,,,,,,,,,,,,
"De Wagter, Carlos",Carlos De Wagter,Q42542408,,,,,,,1956,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aAndere Medische Disciplines,,,,000004053 ,$$a(biblio)801000427564,$$a(biblio)801000427564,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19560314$$gunknown$$s1995$$tunknown,,"$$aDe Wagter, Carlos$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$ihoogleraar$$0mem10:000006060,$$avakgroep Radiotherapie en Experimenteel Kankeronderzoek$$gGE17$$sunknown$$tunknown$$ivoorzitter$$0mem10:000006090,$$avakgroep Radiotherapie en Experimenteel Kankeronderzoek$$gGE17$$0mem10:000006090,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/053/000004053-01.jpg,,,,,,,,,,,,,,
"De Wever, Bruno",Bruno De Wever,Q13445806,,,Bruno De Wever 2011.jpg,Bruno De Wever,,,1960,,faculteit Letteren en Wijsbegeerte$$gLW$$s2004$,,$$aGeschiedenis en/of Archeologie,,,19900528,000004056 ,$$a(viaf)19900528,$$a,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19600220$$gunknown$$s1995$$tunknown,,"$$aDe Wever, Bruno$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2004$$tunknown$$ihoofddocent$$0mem10:000005974,,$$avakgroep Nieuwste Geschiedenis$$gLW05$$0mem10:000005985,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/056/000004056-01.jpg,,,,,,,,,,,,,,
"De Wilde, André",André Gerard de Wilde,Q84594443,,,,,,,,2002,$$s1992$$tunknown$$igastprofessor,"De Wilde, André J.",,,,,000004058 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids lijst PD,$$aman,,,$$apersoon,$$funknown$$g20020629$$sunknown$$tunknown,,,$$s1992$$tunknown$$igastprofessor,,,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/058/000004058-01.jpg,,,,,,,,,,,,,,
"De Wilde, Lieven",Lieven De Wilde,Q90736901,,,,,,,1957,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,,000004059 ,$$a(biblio)801000766862,$$a(biblio)801000766862,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19571120$$gunknown$$s2007$$tunknown,,"$$aDe Wilde, Lieven$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$idocent$$0mem10:000006060,,$$avakgroep Fysiotherapie en Orthopedie$$gGE03$$0mem10:000006072,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/059/000004059-01.jpg,,,,,,,,,,,,,,
"De Wolf, Daniël",Daniel De Wolf,Q38544502,,,,,,,1959,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000004063 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19590626$$gunknown$$s2002$$tunknown,,"$$aDe Wolf, Daniël$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2008$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Pediatrie en Genetica$$gGE02$$0mem10:000006071,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/063/000004063-01.jpg,,,,,,,,,,,,,,
"De Wulf, Alain",Alain De Wulf,,,,,,,,1961,,faculteit Wetenschappen$$gWE$$s2004$$tunknown$$,,$$aAardwetenschappen en geografie,,,,000004064 ,$$a(biblio)801000618736,$$a(biblio)801000618736,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19611128$$gunknown$$s1995$$tunknown,,"$$aDe Wulf, Alain$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2004$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Geografie$$gWE12$$0mem10:000006057,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/064/000004064-01.jpg,,,,,,,,,,,,,,
"De Wulf, Robert",Robert De Wulf,Q55232668,,,,,,,1955,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,282302788,000004068 ,$$a(viaf)282302788,$$a,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19550830$$gunknown$$s1995$$tunknown,,"$$aDe Wulf, Robert$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2004$$tunknown$$ihoofddocent$$0mem10:000006188,,$$avakgroep Bos- en Waterbeheer$$gBW04$$0mem10:000006196,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/068/000004068-01.jpg,,,,,,,,,,,,,,
"De Zutter, Daniël",Daniël De Zutter,Q55233387,,,,,,,1953,,faculteit Ingenieurswetenschappen en Architectu,,"$$aWiskunde, Toegepaste Wiskunde en Informatica",,,39450579,000004069 ,$$a(viaf)39450579,$$a,$$aEerste vermelding Studiegids 1991-92,$$aman,,,$$apersoon,$$f19531108$$gunknown$$s1991$$tunknown,,"$$aDe Zutter, Daniël$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2000$$t2004$$igewoon hoogleraar$$0mem10:000006102,$$avakgroep Informatietechnologie$$gEA05$$s2009$$tunknown$$ivoorzitter$$0mem10:000006112,$$avakgroep Informatietechnologie$$gEA05$$0mem10:000006112,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/069/000004069-01.jpg,,,,,,,,,,,,,,
"De Zutter, Lieven",Lieven De Zutter,Q87731753,,,,,,,1952,,faculteit Diergeneeskunde$$gDI$$s2004$$tunknown,,$$aToegepaste Biologische Wetenschappen,,,6.8715263615792E20,000004070 ,$$a(viaf)687152636157920051578,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19520410$$gunknown$$s1992$$tunknown,,"$$aDe Zutter, Lieven$$d1952-$$0(viaf)$$0ZZZ",$$afaculteit Diergeneeskunde$$gDI$$s2004$$tunknown$$ihoofddocent$$0mem10:000006151,$$avakgroep Veterinaire Volksgezondheid en Voedselveiligheid$$gDI06$$s2011$$tunknown$$ivoorzitter$$0mem10:000006163,$$avakgroep Veterinaire Volksgezondheid en Voedselveiligheid$$gDI06$$0mem10:000006163,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/070/000004070-01.jpg,,,,,,,,,,,,,,
"Debackere, Koenraad",Koenraad Debackere,Q13744598,,,,,,,1961,,School voor Management$$s1994$$t1996$$idocent$$,,"$$aEconomie, Bedrijfseconomie en Management",,,,000004072 ,$$a(biblio)801000617726,$$a(biblio)801000617726,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19610714$$gunknown$$s1994$$t1996,,,$$aSchool voor Management$$s1994$$t1996$$idocent$$0mem10:000006147,,"$$avakgroep Innovatie, Ondernemerschap en Dienstenmanagement$$gEB09$$0mem10:000006148",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/072/000004072-01.jpg,,,,,,,,,,,,,,
"Debergh, Pierre",Pierre Debergh,,,,,,,,1944,,Universiteit Gent$$s2006$$iemeritus,,$$aToegepaste Biologische Wetenschappen,,,235428194,000004074 ,$$a(viaf)235428194,$$a,$$aEerste vermelding Studiegids 1986-87,$$aman,,,$$apersoon,$$f19441019$$gunknown$$s1986$$t2006,,,$$aUniversiteit Gent$$s2006$$iemeritus,$$avakgroep Plantaardige Productie$$gBW02$$s1997$$t2003$$ivoorzitter$$0mem10:000006194,$$avakgroep Plantaardige Productie$$gBW02$$0mem10:000006194,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/074/000004074-01.jpg,,,,,,,,,,,,,,
"Deboutte, Dirk",Dirk Deboutte,Q55232994,,,,,,,1946,,Universiteit Gent$$s2011$$iemeritus,,$$aPsychologische en Pedagogische Wetenschappen,,,285365174,000004079 ,$$a(viaf)285365174,$$a,$$aEerste vermelding Studiegids 2004-05,$$aman,,,$$apersoon,$$f19460826$$gunknown$$s2004$$t2011,,"$$aDeboutte, Dirk$$0ZZZ",$$aUniversiteit Gent$$s2011$$iemeritus,,$$avakgroep Psychiatrie en Medische Psychologie$$gGE13$$0mem10:000006086,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/079/000004079-01.jpg,,,,,,,,,,,,,,
"Debruyckere, Rik",Rik Debruyckere,Q55232656,,,,,,,1962,,faculteit Ingenieurswetenschappen en Architectu,,$$aWetenschap en Technologie van Constructies en de Gebouwde Omgeving,,,305305545,000004083 ,$$a(viaf)305305545,$$a,$$aEerste vermelding Studiegids 2011-12,$$aman,,,$$apersoon,$$f19621223$$gunknown$$sunknown$$tunknown,,"$$aDebruyckere, Rik$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2011$$tunknown$$igastdocent$$0mem10:000006102,,$$avakgroep Bouwkundige Constructies$$gEA14$$0mem10:000006122,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/083/000004083-01.jpg,,,,,,,,,,,,,,
"Declercq, Aniana",Anja Declercq,Q42739044,,,,,,,,,faculteit Politieke en Sociale Wetenschappen$$g,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,,000004087 ,$$a(biblio)801001529627,$$a(biblio)801001529627,$$aEerste vermelding Studiegids 2002-03,$$avrouw,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Politieke en Sociale Wetenschappen$$gPS$$s2002$$t2003$$igastdocent$$0mem10:000006217,,$$avakgroep Bevolkingswetenschappen en Sociaal-Wetenschappelijke Methodologie$$gPS02$$0mem10:000006224,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/087/000004087-01.jpg,,,,,,,,,,,,,,
"Declercq, Wim",Wim Declercq,Q87768596,,,,,,,1961,,faculteit Wetenschappen$$gWE$$s2008$$tunknown$$,,$$aBiologie,,,,000004090 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2008-09,$$aman,,,$$apersoon,$$f19610722$$gunknown$$s2008$$tunknown,,"$$aDeclercq, Wim$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2008$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Biomedische Moleculaire Biologie$$gWE14$$0mem10:000006059,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/090/000004090-01.jpg,,,,,,,,,,,,,,
"Decorte, Tom",Tom Decorte,Q55232126,,,,,,,1969,,Instituut voor Sociaal Drugsonderzoek (ISD)$$s2,,$$aCriminologie,,,48889879,000004092 ,$$a(viaf)48889879,$$a,$$aEerste vermelding Studiegids 2000-01,$$aman,,,$$apersoon,$$f19690826$$gunknown$$s2000$$tunknown,,"$$aDecorte, Tom$$0ZZZ",$$aInstituut voor Sociaal Drugsonderzoek (ISD)$$s2015$$tunknown$$icoördinator,,$$avakgroep Strafrecht en Criminologie$$gRE08$$0mem10:000006032,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/092/000004092-01.jpg,,,,,,,,,,,,,,
"Decoster, Christiaan",Christiaan Decoster,Q96463342,,,,,,,1950,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aFarmacie en Farmacologie,,,,000004094 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19501230$$gunknown$$sunknown$$tunknown,,"$$aDecoster, Christiaan$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2002$$tunknown$$igastdocent$$0mem10:000006060,,$$avakgroep Maatschappelijke Gezondheidkunde$$gGE12$$0mem10:000006084,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/094/000004094-01.jpg,,,,,,,,,,,,,,
"Decraemer, Wilfrida",Wilfrida Decraemer,Q21395013,,,,,,,1950,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aBiologie,,,310753085,000004096 ,$$a(viaf)310753085,$$a,$$aEerste vermelding Studiegids 2002-03,$$avrouw,,,$$apersoon,$$f19501004$$gunknown$$s2002$$tunknown,,"$$aDecraemer, Wilfrida$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$ihoogleraar$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/096/000004096-01.jpg,,,,,,,,,,,,,,
"Decreus, Freddy",Freddy Decreus,Q52184802,,,,,,,1949,,Universiteit Gent$$s2010$$iemeritus,,$$aKlassieke Taal- en Letterkunde,,,71514843,000004097 ,$$a(viaf)71514843,$$a,$$aEerste vermelding Studiegids 1987-88,$$aman,,,$$apersoon,$$f19491221$$gunknown$$s1987$$t2010,,"$$aDecreus, Freddy$$0ZZZ",$$aUniversiteit Gent$$s2010$$iemeritus,$$aSeminarie voor klassiek Latijn$$s1987$$t1992$$idirecteur-diensthoofd$$0mem10:000008382,$$avakgroep Taalkunde$$gLW06$$0mem10:000005986,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/097/000004097-01.jpg,,,,,,,,,,,,,,
"Decruyenaere, Johan",Johan Decruyenaere,Q92511801,,,,,,,1958,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000004098 ,$$a(biblio)801000563566,$$a(biblio)801000563566,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19581206$$gunknown$$s2002$$tunknown,,"$$aDecruyenaere, Johan$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2010$$tunknown$$igewoon hoogleraar$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/098/000004098-01.jpg,,,,,,,,,,,,,,
"Defloor, Tom",Tom Defloor,Q55233364,,,,,,,1958,2011,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aAndere Medische Disciplines,,,288423241,000004101 ,$$a(viaf)288423241,$$a,$$aEerste vermelding Studiegids 2002-03,$$aman,$$aOostende$$bWest-Vlaanderen$$cBelgië,$$aBrugge$$bWest-Vlaanderen$$cBelgië,$$apersoon,$$f19580227$$g20110323$$s2002$$t2011,,"$$aDefloor, Tom$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2009$$t2011$$ihoogleraar$$0mem10:000006060,,$$avakgroep Maatschappelijke Gezondheidkunde$$gGE12$$0mem10:000006084,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/101/000004101-01.jpg,,,,,,,,,,,,,,
"Defoort, Paul",Paul Defoort,Q55232429,,,,,,,1946,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,199359928,000004102 ,$$a(viaf)199359928,$$a,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19461126$$gunknown$$sunknown$$tunknown,,"$$aDefoort, Paul$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2002$$t2006$$igastdocent$$0mem10:000006060,,$$avakgroep Uro-Gynaecologie$$gGE04$$0mem10:000006075,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/102/000004102-01.jpg,,,,,,,,,,,,,,
"Defreyne, Luc",Luc Defreyne,Q42798603,,,,,,,1958,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aAndere Medische Disciplines,,,,000004107 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19580606$$gunknown$$s2007$$tunknown,,"$$aDefreyne, Luc$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Radiologie en Nucleaire Geneeskunde$$gGE16$$0mem10:000006089,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/107/000004107-01.jpg,,,,,,,,,,,,,,
"Degheele, Danny",Danny Degheele,Q55026868,,,,,,,1941,1997,faculteit Bio-Ingenieurswetenschappen$$gBW$$s19,"Degheele, Danny Sylvain",$$aToegepaste Biologische Wetenschappen,,,58364423,000004108 ,$$a(viaf)58364423,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f1941$$g19970501$$s1992$$t1997,,"$$aDegheele, Danny$$dunknown-1997$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s1992$$t1997$$idocent$$0mem10:000006188,,$$avakgroep Gewasbescherming$$gBW03$$0mem10:000006195,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/108/000004108-01.jpg,,,,,,,,,,,,,,
"Dejonghe, Herwig",Herwig Dejonghe,Q55232845,,,,,,,1957,,faculteit Wetenschappen$$gWE$$s20041001$$tunkno,"Dejonghe, Herwig Bert","$$aWiskunde, Toegepaste Wiskunde en Informatica",,,64094429,000004117 ,$$a(viaf)64094429,$$a,$$aEerste vermelding Studiegids 1989-90,$$aman,,,$$apersoon,$$f19571123$$gunknown$$s1988$$tunknown,,"$$aDejonghe, Herwig$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s20041001$$tunknown$$igewoon hoogleraar$$0mem10:000006034,$$afaculteit Wetenschappen$$gWE$$s2005$$tunknown$$idecaan$$0mem10:000006034,$$avakgroep Fysica en Sterrenkunde$$gWE05$$0mem10:000006049,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/117/000004117-01.jpg,,,,,,,,,,,,,,
"Dekeyser, Rudy",Rudy Dekeyser,Q7377598,,,,,,,1961,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aToegepaste Biologische Wetenschappen,,,,000004118 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19611226$$gunknown$$sunknown$$tunknown,,"$$aDekeyser, Rudy$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2002$$t2006$$igastdocent$$0mem10:000006060,,$$avakgroep Biochemie$$gGE07$$0mem10:000006080,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/118/000004118-01.jpg,,,,,,,,,,,,,,
"Delanghe, Joris",Joris Delanghe,Q49110876,,,,,,,1957,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aToegepaste Biologische Wetenschappen,,,,000004122 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19570722$$gunknown$$s1994$$tunknown,,"$$aDelanghe, Joris$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s20171001$$tunknown$$igewoon hoogleraar$$0mem10:000006060,,"$$avakgroep Klinische Biologie, Microbiologie en Immunologie$$gGE06$$0mem10:000006079",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/122/000004122-01.jpg,,,,,,,,,,,,,,
"Delanghe, Richard",Richard Delanghe,Q55232936,,,,,,,1940,,Universiteit Gent$$s2004$$iemeritus,,"$$aWiskunde, Toegepaste Wiskunde en Informatica",,,91321125,000004123 ,$$a(viaf)91321125,$$a,$$aEerste vermelding Studiegids 1975-76,$$aman,,,$$apersoon,$$f19401107$$gunknown$$s1974$$t2004,,,$$aUniversiteit Gent$$s2004$$iemeritus,$$aSeminarie voor hogere analyse$$s1975$$t1976$$idirecteur-diensthoofd$$0mem10:000008802,$$avakgroep Wiskundige Analyse$$gEA16$$0mem10:000006124,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/123/000004123-01.jpg,,,,,,,,,,,,,,
"Delbeke, Frans",Frans Delbeke,,,,,,,,1945,,Universiteit Gent$$s2010$$iemeritus,,$$aFarmacie en Farmacologie,,,,000004125 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19450906$$gunknown$$s1992$$t2010,,"$$aDelbeke, Frans$$0ZZZ",$$aUniversiteit Gent$$s2010$$iemeritus,,"$$avakgroep Klinische Biologie, Microbiologie en Immunologie$$gGE06$$0mem10:000006079",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/125/000004125-01.jpg,,,,,,,,,,,,,,
"Deleersnijder, Eric",Eric Deleersnijder,Q51785377,,,,,,,,,faculteit Wetenschappen$$gWE$$s2002$$t2003$$iga,,$$aBiologie,,,,000004128 ,$$a(biblio)801001537812,$$a(biblio)801001537812,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Wetenschappen$$gWE$$s2002$$t2003$$igastdocent$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/128/000004128-01.jpg,,,,,,,,,,,,,,
